post_id,locations,trip_template,location_count
360,"['丽池公园', '普拉多博物馆', '索菲亚王后艺术中心', '圣米盖尔市场', '德波神庙']",丽池公园|普拉多博物馆|索菲亚王后艺术中心|圣米盖尔市场|德波神庙,5
361,[],,0
362,[],,0
363,['格兰大道'],格兰大道,1
364,"['西班牙广场', '托莱多', '塞万提斯雕像']",西班牙广场|托莱多|塞万提斯雕像,3
365,"['丽池公园', '太阳门广场', '马约尔广场', '圣米盖尔市场']",丽池公园|太阳门广场|马约尔广场|圣米盖尔市场,4
366,['丽池公园'],丽池公园,1
367,['托莱多'],托莱多,1
368,[],,0
369,"['丽池公园', '太阳门广场', '普拉多博物馆']",丽池公园|太阳门广场|普拉多博物馆,3
370,"['丽池公园', '阿尔卡拉门', '西贝莱斯广场', '太阳门广场']",丽池公园|阿尔卡拉门|西贝莱斯广场|太阳门广场,4
371,"['丽池公园', '太阳门广场', '马德里王宫', '普拉多博物馆', '马约尔广场', '圣米盖尔市场', '德波神庙', '西班牙广场']",丽池公园|太阳门广场|马德里王宫|普拉多博物馆|马约尔广场|圣米盖尔市场|德波神庙|西班牙广场,8
372,"['太阳门广场', '马德里王宫']",太阳门广场|马德里王宫,2
373,"['丽池公园', '水晶宫', '太阳门广场', '普拉多博物馆', '索菲亚王后艺术中心', '德波神庙', '格兰大道']",丽池公园|水晶宫|太阳门广场|普拉多博物馆|索菲亚王后艺术中心|德波神庙|格兰大道,7
374,['圣米盖尔市场'],圣米盖尔市场,1
375,['丽池公园'],丽池公园,1
376,[],,0
377,[],,0
378,"['丽池公园', '西贝莱斯广场', '太阳门广场', '马德里王宫', '普拉多博物馆', '马约尔广场', '圣米盖尔市场', '德波神庙', '西班牙广场', '格兰大道', '阿穆德纳圣母主教座堂']",丽池公园|西贝莱斯广场|太阳门广场|马德里王宫|普拉多博物馆|马约尔广场|圣米盖尔市场|德波神庙|西班牙广场|格兰大道|阿穆德纳圣母主教座堂,11
379,[],,0
380,"['太阳门广场', '托莱多']",太阳门广场|托莱多,2
381,"['丽池公园', '水晶宫', '玫瑰园', '太阳门广场', '马德里王宫', '普拉多博物馆', '圣米盖尔市场', '西班牙广场', '托莱多', '塞万提斯雕像']",丽池公园|水晶宫|玫瑰园|太阳门广场|马德里王宫|普拉多博物馆|圣米盖尔市场|西班牙广场|托莱多|塞万提斯雕像,10
382,[],,0
383,[],,0
384,"['丽池公园', '水晶宫', '玫瑰园']",丽池公园|水晶宫|玫瑰园,3
385,[],,0
386,['玫瑰园'],玫瑰园,1
387,['马德里王宫'],马德里王宫,1
388,[],,0
389,"['丽池公园', '水晶宫', '太阳门广场', '马德里王宫', '普拉多博物馆', '格兰大道']",丽池公园|水晶宫|太阳门广场|马德里王宫|普拉多博物馆|格兰大道,6
390,['马德里王宫'],马德里王宫,1
391,"['太阳门广场', '马德里王宫', '马约尔广场', '圣米盖尔市场']",太阳门广场|马德里王宫|马约尔广场|圣米盖尔市场,4
392,['马德里王宫'],马德里王宫,1
393,[],,0
394,[],,0
395,['托莱多'],托莱多,1
396,[],,0
397,"['太阳门广场', '马德里王宫', '普拉多博物馆', '西班牙广场']",太阳门广场|马德里王宫|普拉多博物馆|西班牙广场,4
398,[],,0
399,"['丽池公园', '水晶宫', '玫瑰园', '阿尔卡拉门', '西贝莱斯广场', '太阳门广场', '马德里王宫', '普拉多博物馆', '索菲亚王后艺术中心', '马约尔广场', '圣米盖尔市场', '德波神庙', '西班牙广场', '格兰大道', '塞万提斯雕像']",丽池公园|水晶宫|玫瑰园|阿尔卡拉门|西贝莱斯广场|太阳门广场|马德里王宫|普拉多博物馆|索菲亚王后艺术中心|马约尔广场|圣米盖尔市场|德波神庙|西班牙广场|格兰大道|塞万提斯雕像,15
400,['丽池公园'],丽池公园,1
401,"['丽池公园', '西贝莱斯广场', '太阳门广场', '马德里王宫', '普拉多博物馆', '马约尔广场', '圣米盖尔市场']",丽池公园|西贝莱斯广场|太阳门广场|马德里王宫|普拉多博物馆|马约尔广场|圣米盖尔市场,7
402,"['丽池公园', '西贝莱斯广场', '太阳门广场', '马德里王宫', '普拉多博物馆', '马约尔广场', '德波神庙', '格兰大道']",丽池公园|西贝莱斯广场|太阳门广场|马德里王宫|普拉多博物馆|马约尔广场|德波神庙|格兰大道,8
403,['西贝莱斯广场'],西贝莱斯广场,1
404,"['丽池公园', '玫瑰园']",丽池公园|玫瑰园,2
405,"['丽池公园', '水晶宫', '玫瑰园', '阿尔卡拉门', '西贝莱斯广场', '太阳门广场', '马德里王宫', '普拉多博物馆', '马约尔广场', '圣米盖尔市场', '西班牙广场', '格兰大道', '塞万提斯雕像']",丽池公园|水晶宫|玫瑰园|阿尔卡拉门|西贝莱斯广场|太阳门广场|马德里王宫|普拉多博物馆|马约尔广场|圣米盖尔市场|西班牙广场|格兰大道|塞万提斯雕像,13
406,"['太阳门广场', '普拉多博物馆', '圣米盖尔市场', '格兰大道']",太阳门广场|普拉多博物馆|圣米盖尔市场|格兰大道,4
407,"['丽池公园', '阿尔卡拉门', '西贝莱斯广场', '太阳门广场', '马德里王宫', '普拉多博物馆', '索菲亚王后艺术中心', '马约尔广场', '圣米盖尔市场', '皇家歌剧院', '德波神庙', '西班牙广场', '提森博物馆', '阿穆德纳圣母主教座堂']",丽池公园|阿尔卡拉门|西贝莱斯广场|太阳门广场|马德里王宫|普拉多博物馆|索菲亚王后艺术中心|马约尔广场|圣米盖尔市场|皇家歌剧院|德波神庙|西班牙广场|提森博物馆|阿穆德纳圣母主教座堂,14
408,"['丽池公园', '太阳门广场', '普拉多博物馆', '马约尔广场', '圣米盖尔市场', '德波神庙', '西班牙广场']",丽池公园|太阳门广场|普拉多博物馆|马约尔广场|圣米盖尔市场|德波神庙|西班牙广场,7
409,"['丽池公园', '水晶宫', '阿尔卡拉门', '太阳门广场', '马德里王宫', '普拉多博物馆', '索菲亚王后艺术中心', '马约尔广场', '圣米盖尔市场', '德波神庙', '西班牙广场', '塞万提斯雕像']",丽池公园|水晶宫|阿尔卡拉门|太阳门广场|马德里王宫|普拉多博物馆|索菲亚王后艺术中心|马约尔广场|圣米盖尔市场|德波神庙|西班牙广场|塞万提斯雕像,12
410,"['丽池公园', '玫瑰园', '阿尔卡拉门', '西贝莱斯广场', '太阳门广场', '马德里王宫', '普拉多博物馆', '索菲亚王后艺术中心', '马约尔广场', '圣米盖尔市场', '德波神庙', '西班牙广场', '格兰大道', '塞万提斯雕像']",丽池公园|玫瑰园|阿尔卡拉门|西贝莱斯广场|太阳门广场|马德里王宫|普拉多博物馆|索菲亚王后艺术中心|马约尔广场|圣米盖尔市场|德波神庙|西班牙广场|格兰大道|塞万提斯雕像,14
411,"['丽池公园', '水晶宫', '玫瑰园', '太阳门广场', '马德里王宫', '普拉多博物馆', '马约尔广场', '圣米盖尔市场']",丽池公园|水晶宫|玫瑰园|太阳门广场|马德里王宫|普拉多博物馆|马约尔广场|圣米盖尔市场,8
412,"['丽池公园', '马德里王宫', '普拉多博物馆']",丽池公园|马德里王宫|普拉多博物馆,3
413,"['丽池公园', '太阳门广场', '马德里王宫', '普拉多博物馆', '索菲亚王后艺术中心', '马约尔广场', '圣米盖尔市场', '阿穆德纳圣母主教座堂']",丽池公园|太阳门广场|马德里王宫|普拉多博物馆|索菲亚王后艺术中心|马约尔广场|圣米盖尔市场|阿穆德纳圣母主教座堂,8
414,"['丽池公园', '太阳门广场', '格兰大道']",丽池公园|太阳门广场|格兰大道,3
415,['太阳门广场'],太阳门广场,1
416,[],,0
417,[],,0
418,"['丽池公园', '太阳门广场', '索菲亚王后艺术中心', '西班牙广场', '提森博物馆']",丽池公园|太阳门广场|索菲亚王后艺术中心|西班牙广场|提森博物馆,5
419,[],,0
420,[],,0
421,"['丽池公园', '阿尔卡拉门', '西贝莱斯广场', '太阳门广场', '马德里王宫', '普拉多博物馆', '马约尔广场', '圣米盖尔市场']",丽池公园|阿尔卡拉门|西贝莱斯广场|太阳门广场|马德里王宫|普拉多博物馆|马约尔广场|圣米盖尔市场,8
422,[],,0
423,['格兰大道'],格兰大道,1
424,"['丽池公园', '马德里王宫']",丽池公园|马德里王宫,2
425,[],,0
426,[],,0
427,['丽池公园'],丽池公园,1
428,[],,0
429,['丽池公园'],丽池公园,1
430,[],,0
431,"['丽池公园', '水晶宫', '马德里王宫', '普拉多博物馆', '圣米盖尔市场']",丽池公园|水晶宫|马德里王宫|普拉多博物馆|圣米盖尔市场,5
432,"['丽池公园', '阿尔卡拉门']",丽池公园|阿尔卡拉门,2
433,"['丽池公园', '马德里王宫', '普拉多博物馆']",丽池公园|马德里王宫|普拉多博物馆,3
434,[],,0
435,"['马德里王宫', '托莱多']",马德里王宫|托莱多,2
436,['丽池公园'],丽池公园,1
437,[],,0
438,"['丽池公园', '太阳门广场', '普拉多博物馆', '西班牙广场', '托莱多']",丽池公园|太阳门广场|普拉多博物馆|西班牙广场|托莱多,5
439,[],,0
440,['马德里王宫'],马德里王宫,1
441,[],,0
442,[],,0
443,[],,0
444,['西贝莱斯广场'],西贝莱斯广场,1
445,[],,0
446,['丽池公园'],丽池公园,1
447,[],,0
448,[],,0
449,[],,0
450,[],,0
451,"['丽池公园', '马德里王宫', '西班牙广场']",丽池公园|马德里王宫|西班牙广场,3
452,"['马约尔广场', '圣米盖尔市场']",马约尔广场|圣米盖尔市场,2
453,['马约尔广场'],马约尔广场,1
454,['马德里王宫'],马德里王宫,1
455,[],,0
456,[],,0
457,[],,0
458,[],,0
459,[],,0
460,[],,0
461,[],,0
462,['丽池公园'],丽池公园,1
463,[],,0
464,"['丽池公园', '西贝莱斯广场', '太阳门广场', '普拉多博物馆', '马约尔广场', '德波神庙', '西班牙广场', '熊和树莓雕塑']",丽池公园|西贝莱斯广场|太阳门广场|普拉多博物馆|马约尔广场|德波神庙|西班牙广场|熊和树莓雕塑,8
465,[],,0
466,"['丽池公园', '太阳门广场', '普拉多博物馆', '西班牙广场', '托莱多']",丽池公园|太阳门广场|普拉多博物馆|西班牙广场|托莱多,5
467,[],,0
468,[],,0
469,[],,0
470,['托莱多'],托莱多,1
471,"['丽池公园', '太阳门广场', '马德里王宫', '普拉多博物馆', '西班牙广场']",丽池公园|太阳门广场|马德里王宫|普拉多博物馆|西班牙广场,5
472,"['马德里王宫', '普拉多博物馆']",马德里王宫|普拉多博物馆,2
473,['格兰大道'],格兰大道,1
474,[],,0
475,[],,0
476,[],,0
477,"['太阳门广场', '托莱多']",太阳门广场|托莱多,2
478,[],,0
479,"['丽池公园', '阿尔卡拉门', '西贝莱斯广场', '太阳门广场', '马德里王宫', '普拉多博物馆', '索菲亚王后艺术中心', '马约尔广场', '圣米盖尔市场', '皇家歌剧院', '德波神庙', '西班牙广场', '大都会大厦', '提森博物馆', '格兰大道', '阿穆德纳圣母主教座堂', '大都会']",丽池公园|阿尔卡拉门|西贝莱斯广场|太阳门广场|马德里王宫|普拉多博物馆|索菲亚王后艺术中心|马约尔广场|圣米盖尔市场|皇家歌剧院|德波神庙|西班牙广场|大都会大厦|提森博物馆|格兰大道|阿穆德纳圣母主教座堂|大都会,17
480,[],,0
481,[],,0
482,[],,0
483,[],,0
484,['丽池公园'],丽池公园,1
485,[],,0
486,"['马德里王宫', '普拉多博物馆']",马德里王宫|普拉多博物馆,2
